"","V1","V2","V3","V4","V5","V6","V7"
"5435","S2GA00118",2014,2016,"C00266932","S","P",205174
"5436","S2HI00106",2018,2016,"C00420760","S","P",205175
"5437","S2HI00114",2012,2016,"C00504159","S","P",205176
"5438","S2IL00119",2014,2016,"C00551531","S","P",205177
"5439","S2IN00091",2018,2016,"C00519082","N","J",205179
"5440","S2IN00091",2018,2016,"C00630202","N","J",212412
"5441","S2IN00091",2018,2016,"C00393652","S","P",205178
"5442","S2KY00012",2020,2016,"C00193342","S","P",205180
"5443","S2KY00012",2020,2016,"C00535161","N","J",205181
"5444","S2KY00012",2020,2016,"C00548651","N","J",205184
"5445","S2KY00012",2020,2016,"C00540880","N","J",205183
"5446","S2KY00012",2020,2016,"C00536409","N","J",205182
"5447","S2LA00077",2002,2016,"C00380212","S","P",205185
"5448","S2MA00113",2012,2016,"C00492561","S","P",205186
"5449","S2MA00139",2012,2016,"C00496810","S","P",205187
"5450","S2MA00170",2018,2016,"C00500843","S","P",205188
"5451","S2MA00188",2012,2016,"C00515502","S","P",205189
"5452","S2MD00198",2012,2016,"C00519058","S","P",205190
"5453","S2MD00388",2016,2016,"C00584698","S","P",209832
"5454","S2MD00396",2012,2016,"C00509281","S","P",205191
"5455","S2MD00420",2012,2016,"C00511535","S","P",205192
"5456","S2ME00091",2012,2016,"C00515627","S","P",205193
"5457","S2ME00109",2018,2016,"C00516047","S","P",205194
"5458","S2ME00125",2012,2016,"C00516468","S","P",205195
"5459","S2MI00185",2012,2016,"C00496398","S","P",205197
"5460","S2MI00250",2012,2016,"C00532648","S","P",205198
"5461","S2MN00159",2014,2016,"C00563791","S","P",205199
"5462","S2MN00266",2012,2016,"C00515478","S","P",205200
"5463","S2MO00403",2012,2016,"C00491530","S","P",205201
"5464","S2MO00429",2018,2016,"C00343475","S","P",205202
"5465","S2MS00124",2012,2016,"C00514927","S","P",205203
"5466","S2MT00096",2020,2016,"C00615807","N","J",211230
"5467","S2MT00096",2020,2016,"C00590927","S","J",210237
"5468","S2MT00096",2020,2016,"C00566703","N","J",205208
"5469","S2MT00096",2020,2016,"C00563858","N","J",205207
"5470","S2MT00096",2020,2016,"C00563130","N","J",205206
"5471","S2MT00096",2020,2016,"C00553016","S","J",205205
"5472","S2MT00096",2020,2016,"C00491357","S","P",205204
"5473","S2MT00096",2020,2016,"C00582718","N","J",209705
"5474","S2MT00096",2020,2016,"C00571596","N","J",209074
"5475","S2NC00083",2008,2016,"C00369140","S","P",205209
"5476","S2NC00091",2002,2016,"C00369348","S","P",205210
"5477","S2NC00257",2016,2016,"C00568147","S","A",205211
"5478","S2NC00257",2016,2016,"C00600734","S","P",210483
"5479","S2ND00040",2010,2016,"C00143438","S","P",205212
"5480","S2ND00099",2018,2016,"C00505552","S","P",205213
"5481","S2NE00094",2018,2016,"C00572107","N","J",209096
"5482","S2NE00094",2018,2016,"C00498907","S","P",205214
"5483","S2NE00094",2018,2016,"C00543314","N","J",205215
"5484","S2NE00128",2012,2016,"C00515957","S","P",205216
"5485","S2NJ00080",2014,2016,"C00382457","S","P",205217
"5486","S2NJ00320",2012,2016,"C00491787","S","P",205218
"5487","S2NJ00346",2012,2016,"C00495200","S","P",205219
"5488","S2NJ00353",2012,2016,"C00502930","S","P",205220
"5489","S2NJ00361",2014,2016,"C00504191","S","A",205221
"5490","S2NJ00361",2014,2016,"C00545723","S","P",205222
"5491","S2NJ00437",2012,2016,"C00525139","S","P",205223
"5492","S2NJ00445",2012,2016,"C00526467","S","P",205224
"5493","S2NM00062",2012,2016,"C00493437","S","P",205225
"5494","S2NM00070",2012,2016,"C00448423","S","P",205226
"5495","S2NM00088",2018,2016,"C00603019","N","J",210541
"5496","S2NM00088",2018,2016,"C00434563","S","P",205227
"5497","S2NM00120",2012,2016,"C00509513","S","P",205228
"5498","S2NV00183",2018,2016,"C00576801","S","J",209369
"5499","S2NV00183",2018,2016,"C00607812","N","J",210680
"5500","S2NV00183",2018,2016,"C00494229","S","P",205229
"5501","S2NY00259",2016,2016,"C00610402","S","P",210859
"5502","S2NY00275",2012,2016,"C00515619","S","P",205231
"5503","S2NY00291",2012,2016,"C00519751","S","P",205232
"5504","S2NY00309",2012,2016,"C00522193","S","P",205233
"5505","S2OH00170",2018,2016,"C00608935","N","J",210722
"5506","S2OH00170",2018,2016,"C00494930","S","P",205234
"5507","S2OH00196",2012,2016,"C00499285","S","P",205235
"5508","S2OH00204",2016,2016,"C00617951","S","P",211914
"5509","S2OH00204",2016,2016,"C00506899","S","A",205236
"5510","S2OH00212",2012,2016,"C00512624","S","P",205237
"5511","S2OH00238",2016,2016,"C00625129","S","P",212297
"5512","S2OH00261",2012,2016,"C00519678","S","P",205238
"5513","S2PA00216",2012,2016,"C00500116","S","P",205239
"5514","S2PA00232",2012,2016,"C00463653","S","P",205240
"5515","S2RI00089",2012,2016,"C00518746","S","P",205241
"5516","S2SC00079",2014,2016,"C00564906","S","P",205242
"5517","S2SC00087",2014,2016,"C00527820","S","P",205243
"5518","S2SD00068",2016,2016,"C00409581","S","P",205244
"5519","S2SD00068",2016,2016,"C00576280","S","J",209342
"5520","S2SD00068",2016,2016,"C00585224","S","J",209875
"5521","S2SD00068",2016,2016,"C00577924","N","J",209425
"5522","S2TN00058",2020,2016,"C00383745","S","P",205245
"5523","S2TN00090",2008,2016,"C00445031","S","P",205247
"5524","S2TN00223",2018,2016,"C00627901","S","P",212311
"5525","S2TN00231",2014,2016,"C00512848","S","P",205248
"5526","S2TN00249",2012,2016,"C00508838","S","P",205249
"5527","S2TX00106",2020,2016,"C00546259","S","J",205253
"5528","S2TX00106",2020,2016,"C00369033","S","P",205250
"5529","S2TX00106",2020,2016,"C00460378","N","J",205251
"5530","S2TX00106",2020,2016,"C00540880","N","J",205252
"5531","S2TX00106",2020,2016,"C00565283","N","J",205254
"5532","S2TX00312",2018,2016,"C00625913","S","J",212236
"5533","S2TX00312",2018,2016,"C00565473","N","J",205258
"5534","S2TX00312",2018,2016,"C00562033","S","J",205257
"5535","S2TX00312",2018,2016,"C00542423","N","J",205256
"5536","S2TX00312",2018,2016,"C00492785","S","P",205255
"5537","S2TX00361",2012,2016,"C00499350","S","P",205259
"5538","S2TX00379",2018,2016,"C00543322","S","P",205260
"5539","S2TX00403",2012,2016,"C00509323","S","P",205261
"5540","S2TX00411",2012,2016,"C00509091","S","P",205262
"5541","S2UT00179",2012,2016,"C00504639","S","P",205263
"5542","S2UT00229",2012,2016,"C00512632","S","P",205265
"5543","S2VA00134",2012,2016,"C00494658","S","P",205266
"5544","S2VA00142",2018,2016,"C00609925","N","J",210831
"5545","S2VA00142",2018,2016,"C00572388","N","J",209108
"5546","S2VA00142",2018,2016,"C00495358","S","P",205267
"5547","S2VA00167",2012,2016,"C00495549","S","P",205268
"5548","S2VT00136",2012,2016,"C00515866","S","P",205269
"5549","S2VT00144",2012,2016,"C00525964","S","P",205270
"5550","S2WA00189",2016,2016,"C00614768","N","J",211146
"5551","S2WA00189",2016,2016,"C00565127","N","J",205272
"5552","S2WA00189",2016,2016,"C00257642","S","P",205271
"5553","S2WA00189",2016,2016,"C00589598","S","J",210135
"5554","S2WA00296",2012,2016,"C00512061","S","P",205273
"5555","S2WI00193",2012,2016,"C00497925","S","P",205274
"5556","S2WI00219",2018,2016,"C00326801","S","P",205275
"5557","S2WI00219",2018,2016,"C00525295","N","J",205276
"5558","S2WI00227",2012,2016,"C00503227","S","P",205277
"5559","S2WI00268",2012,2016,"C00515510","S","P",205278
"5560","S2WI00276",2012,2016,"C00515965","S","P",205279
"5561","S4AK00099",2016,2016,"C00384529","S","P",205280
"5562","S4AK00099",2016,2016,"C00582403","H","J",209691
"5563","S4AK00099",2016,2016,"C00573469","H","J",209168
"5564","S4AK00099",2016,2016,"C00576280","S","J",209340
"5565","S4AK00099",2016,2016,"C00626283","O","U",212248
"5566","S4AK00099",2016,2016,"C00609248","N","J",210776
"5567","S4AK00198",2014,2016,"C00545426","S","P",205281
"5568","S4AK00206",2014,2016,"C00546135","S","P",205282
"5569","S4AK00214",2020,2016,"C00568477","S","J",205288
"5570","S4AK00214",2020,2016,"C00568402","N","J",205287
"5571","S4AK00214",2020,2016,"C00567941","N","J",205286
"5572","S4AK00214",2020,2016,"C00563858","N","J",205285
"5573","S4AK00214",2020,2016,"C00553016","S","J",205284
"5574","S4AK00214",2020,2016,"C00551093","S","A",205283
"5575","S4AK00214",2020,2016,"C00570994","S","P",210789
"5576","S4AK00214",2020,2016,"C00609255","N","J",210787
"5577","S4AL00091",2014,2016,"C00569046","S","P",205289
"5578","S4AR00038",2008,2016,"C00445668","S","P",205290
"5579","S4AR00103",2020,2016,"C00564542","S","J",205294
"5580","S4AR00103",2020,2016,"C00563858","N","J",205293
"5581","S4AR00103",2020,2016,"C00565580","N","J",205295
"5582","S4AR00103",2020,2016,"C00553016","S","J",205292
"5583","S4AR00103",2020,2016,"C00567941","N","J",205297
"5584","S4AR00103",2020,2016,"C00566083","N","J",205296
"5585","S4AR00103",2020,2016,"C00571018","N","J",205299
"5586","S4AR00103",2020,2016,"C00568402","N","J",205298
"5587","S4AR00103",2020,2016,"C00499988","S","P",205291
"5588","S4CA00191",2016,2016,"C00570267","S","P",205300
"5589","S4CO00163",2010,2016,"C00397679","S","P",205301
"5590","S4CO00171",2008,2016,"C00434985","S","P",205302
"5591","S4CO00304",2010,2016,"C00474486","S","P",205303
"5592","S4CO00320",2014,2016,"C00522151","S","P",205304
"5593","S4CO00338",2014,2016,"C00546713","S","P",205305
"5594","S4CO00346",2014,2016,"C00546838","S","P",205306
"5595","S4CO00353",2014,2016,"C00551598","S","P",205307
"5596","S4CO00361",2014,2016,"C00561704","S","P",205308
"5597","S4CO00379",2014,2016,"C00554766","S","P",205309
"5598","S4CO00387",2014,2016,"C00556530","S","P",205310
"5599","S4CO00395",2020,2016,"C00492454","S","P",205311
"5600","S4CO00395",2020,2016,"C00563130","N","J",205312
"5601","S4CO00395",2020,2016,"C00563858","N","J",205313
"5602","S4CO00395",2020,2016,"C00566083","N","J",205314
"5603","S4CO00395",2020,2016,"C00568477","S","J",205315
"5604","S4CT00146",2016,2016,"C00394882","S","P",212335
"5605","S4DE00052",2014,2016,"C00568329","S","P",205316
"5606","S4FL00181",2010,2016,"C00458455","S","P",205317
"5607","S4FL00264",2004,2016,"C00390864","S","P",205318
"5608","S4FL00272",2012,2016,"C00459958","S","P",205319
"5609","S4GA11202",2016,2016,"C00613380","S","P",211043
"5610","S4GA11210",2014,2016,"C00544676","S","P",205320
"5611","S4GA11236",2016,2016,"C00545111","S","A",205321
"5612","S4GA11236",2016,2016,"C00600759","S","P",210484
"5613","S4GA11251",2014,2016,"C00547034","S","P",205322
"5614","S4GA11277",2014,2016,"C00567529","N","J",205327
"5615","S4GA11277",2014,2016,"C00549022","Q","J",205325
"5616","S4GA11277",2014,2016,"C00547414","S","P",205324
"5617","S4GA11277",2014,2016,"C00549485","N","J",205326
"5618","S4GA11285",2020,2016,"C00571620","N","J",209075
"5619","S4GA11285",2020,2016,"C00578542","N","J",209454
"5620","S4GA11285",2020,2016,"C00547570","S","P",205328
"5621","S4GA11327",2014,2016,"C00565291","S","P",205329
"5622","S4HI00102",2014,2016,"C00405852","S","P",205330
"5623","S4HI00136",2016,2016,"C00540732","S","P",205331
"5624","S4HI00136",2016,2016,"C00568873","N","J",205332
"5625","S4HI00136",2016,2016,"C00569210","N","J",205333
"5626","S4HI00151",2016,2016,"C00565317","S","P",205335
"5627","S4IA00020",2014,2016,"C00166827","S","P",205336
"5628","S4IA00087",2014,2016,"C00567529","N","J",205340
"5629","S4IA00087",2014,2016,"C00541417","S","P",205337
"5630","S4IA00087",2014,2016,"C00548388","N","J",205338
"5631","S4IA00087",2014,2016,"C00553305","N","J",205339
"5632","S4IA00095",2014,2016,"C00544924","S","P",205341
"5633","S4IA00129",2020,2016,"C00571927","N","J",209081
"5634","S4IA00129",2020,2016,"C00568402","N","J",205350
"5635","S4IA00129",2020,2016,"C00614198","N","J",211093
"5636","S4IA00129",2020,2016,"C00609370","N","J",210786
"5637","S4IA00129",2020,2016,"C00568634","N","J",205351
"5638","S4IA00129",2020,2016,"C00610428","N","J",210856
"5639","S4IA00129",2020,2016,"C00568311","H","J",205349
"5640","S4IA00129",2020,2016,"C00567941","N","J",205348
"5641","S4IA00129",2020,2016,"C00566984","N","J",205347
"5642","S4IA00129",2020,2016,"C00566083","N","J",205346
"5643","S4IA00129",2020,2016,"C00565960","S","J",205345
"5644","S4IA00129",2020,2016,"C00563858","N","J",205344
"5645","S4IA00129",2020,2016,"C00546788","S","P",205343
"5646","S4IA00152",2014,2016,"C00563858","N","J",205353
"5647","S4IA00152",2014,2016,"C00552406","S","P",205352
"5648","S4IA00178",2014,2016,"C00562769","S","P",210803
"5649","S4IA00186",2014,2016,"C00563866","S","P",205354
"5650","S4ID00075",2014,2016,"C00555409","S","P",205355
"5651","S4IL00362",2010,2016,"C00432435","S","A",205356
"5652","S4IL00362",2010,2016,"C00488924","S","P",205358
"5653","S4IL00362",2010,2016,"C00462887","S","A",205357
"5654","S4IL00404",2004,2016,"C00405373","S","P",209289
"5655","S4IL00438",2014,2016,"C00546457","S","P",205359
"5656","S4IL00453",2014,2016,"C00550418","S","P",205360
"5657","S4IL00479",2014,2016,"C00559112","S","P",205361
"5658","S4KS00127",2014,2016,"C00550020","S","P",205362
"5659","S4KS00135",2014,2016,"C00551895","S","P",205363
"5660","S4KS00150",2016,2016,"C00565895","S","P",205364
"5661","S4KY00083",2014,2016,"C00541961","S","P",205365
"5662","S4KY00091",2014,2016,"C00547083","S","P",205366
"5663","S4KY00091",2014,2016,"C00565788","N","J",205367
"5664","S4KY00091",2014,2016,"C00567529","N","J",205368
"5665","S4KY00109",2014,2016,"C00547547","S","P",205369
"5666","S4LA00040",2010,2016,"C00394445","S","P",205370
"5667","S4LA00057",2016,2016,"C00394593","S","P",205371
"5668","S4LA00065",2016,2016,"C00608398","S","P",210699
"5669","S4LA00107",2020,2016,"C00563858","N","J",205375
"5670","S4LA00107",2020,2016,"C00568451","N","J",205377
"5671","S4LA00107",2020,2016,"C00563130","N","J",205374
"5672","S4LA00107",2020,2016,"C00547554","N","J",205373
"5673","S4LA00107",2020,2016,"C00543983","S","P",205372
"5674","S4LA00107",2020,2016,"C00564203","N","J",205376
"5675","S4LA00115",2016,2016,"C00545285","S","P",205378
"5676","S4LA00123",2014,2016,"C00552877","S","P",205379
"5677","S4LA00131",2014,2016,"C00553636","S","P",205380
"5678","S4LA00149",2016,2016,"C00559880","S","P",205381
"5679","S4LA00156",2014,2016,"C00568790","S","P",205382
"5680","S4MA00028",2020,2016,"C00196774","S","P",205383
"5681","S4MA00069",2014,2016,"C00408088","S","P",205384
"5682","S4MA00184",2014,2016,"C00541540","S","P",205385
"5683","S4MA00218",2014,2016,"C00543132","S","P",205386
"5684","S4MA00234",2014,2016,"C00556324","S","P",205387
"5685","S4MA00242",2014,2016,"C00523332","S","P",205388
"5686","S4MA00259",2014,2016,"C00564112","S","P",205389
"5687","S4MD00152",2004,2016,"C00391870","S","P",205390
"5688","S4MD00160",2006,2016,"C00421479","S","P",205391
"5689","S4ME00071",2014,2016,"C00550434","S","P",205393
"5690","S4ME00089",2014,2016,"C00555581","S","P",205394
"5691","S4MI00355",2020,2016,"C00626317","N","J",212254
"5692","S4MI00355",2020,2016,"C00437889","S","P",205395
"5693","S4MI00355",2020,2016,"C00567529","N","J",205398
"5694","S4MI00355",2020,2016,"C00550350","N","J",205397
"5695","S4MI00355",2020,2016,"C00548875","N","J",205396
"5696","S4MI00363",2014,2016,"C00546770","S","P",205399
"5697","S4MI00363",2014,2016,"C00563858","N","J",205400
"5698","S4MI00363",2014,2016,"C00564542","S","J",205401
"5699","S4MI00363",2014,2016,"C00565960","S","J",205402
"5700","S4MI00363",2014,2016,"C00568428","N","J",205403
"5701","S4MI00371",2014,2016,"C00549808","S","P",205404
"5702","S4MI00389",2014,2016,"C00549766","S","P",205405
"5703","S4MI00405",2014,2016,"C00561100","S","P",205406
"5704","S4MN00023",2014,2016,"C00565382","S","P",205407
"5705","S4MN00262",2008,2016,"C00453241","S","P",205408
"5706","S4MN00338",2014,2016,"C00512640","S","P",205409
"5707","S4MN00346",2014,2016,"C00545921","S","P",205410
"5708","S4MN00346",2014,2016,"C00567149","N","J",205412
"5709","S4MN00346",2014,2016,"C00567941","N","J",205413
"5710","S4MN00346",2014,2016,"C00563858","N","J",205411
"5711","S4MN00353",2014,2016,"C00546630","S","P",205414
"5712","S4MN00361",2014,2016,"C00548446","S","P",205415
"5713","S4MN00379",2014,2016,"C00550459","S","P",205416
"5714","S4MN00387",2014,2016,"C00555714","S","P",205417
"5715","S4MS00120",2014,2016,"C00550657","S","P",205418
"5716","S4MS00138",2014,2016,"C00559997","S","P",205419
"5717","S4MT00092",2014,2016,"C00543041","S","P",205421
"5718","S4MT00100",2014,2016,"C00548776","S","P",205422
"5719","S4MT00118",2014,2016,"C00550640","S","P",205423
"5720","S4MT00118",2014,2016,"C00562447","N","J",205424
"5721","S4MT00118",2014,2016,"C00562702","S","J",205425
"5722","S4MT00134",2014,2016,"C00562223","S","P",205426
"5723","S4MT00159",2014,2016,"C00567834","S","P",205427
"5724","S4NC00089",2016,2016,"C00627505","S","J",212302
"5725","S4NC00089",2016,2016,"C00625764","S","J",212225
"5726","S4NC00089",2016,2016,"C00616607","N","J",211265
"5727","S4NC00089",2016,2016,"C00573089","S","J",209130
"5728","S4NC00089",2016,2016,"C00573022","N","J",209132
"5729","S4NC00089",2016,2016,"C00576272","S","J",209337
"5730","S4NC00089",2016,2016,"C00576280","S","J",209347
"5731","S4NC00089",2016,2016,"C00577924","N","J",209422
"5732","S4NC00089",2016,2016,"C00614529","S","J",211123
"5733","S4NC00089",2016,2016,"C00626713","S","J",212273
"5734","S4NC00089",2016,2016,"C00385526","S","P",205428
"5735","S4NC00089",2016,2016,"C00625913","S","J",212234
"5736","S4NC00089",2016,2016,"C00573717","S","J",209174
"5737","S4NC00089",2016,2016,"C00594499","N","J",210395
"5738","S4NC00105",2008,2016,"C00440875","S","P",205429
"5739","S4NC00147",2016,2016,"C00603571","S","P",210570
"5740","S4NC00147",2016,2016,"C00544213","S","A",205430
"5741","S4NC00162",2020,2016,"C00564633","N","J",205434
"5742","S4NC00162",2020,2016,"C00567438","S","J",205435
"5743","S4NC00162",2020,2016,"C00563858","N","J",205433
"5744","S4NC00162",2020,2016,"C00572495","N","J",209117
"5745","S4NC00162",2020,2016,"C00553016","S","J",205432
"5746","S4NC00162",2020,2016,"C00545772","S","P",205431
"5747","S4NC00170",2014,2016,"C00547943","S","P",205436
"5748","S4NC00188",2014,2016,"C00550426","S","P",205437
"5749","S4NC00196",2014,2016,"C00553198","S","P",205438
"5750","S4NC00220",2014,2016,"C00554741","S","P",205439
"5751","S4NC00238",2016,2016,"C00563965","S","P",205440
"5752","S4NE00082",2014,2016,"C00547406","S","P",205442
"5753","S4NE00090",2020,2016,"C00547976","S","P",205443
"5754","S4NE00090",2020,2016,"C00568402","N","J",205444
"5755","S4NE00108",2016,2016,"C00548891","S","P",205445
"5756","S4NE00124",2014,2016,"C00551432","S","P",205446
"5757","S4NE00132",2014,2016,"C00553065","S","P",205447
"5758","S4NE00140",2014,2016,"C00554675","S","P",205448
"5759","S4NE00165",2014,2016,"C00568303","S","P",205449
"5760","S4NH00096",2014,2016,"C00546432","S","P",205450
"5761","S4NH00104",2014,2016,"C00547828","S","A",205451
"5762","S4NH00104",2014,2016,"C00549972","S","P",205452
"5763","S4NH00112",2016,2016,"C00550780","S","P",205453
"5764","S4NH00120",2014,2016,"C00560003","Q","U",205454
"5765","S4NH00120",2014,2016,"C00563130","N","J",205455
"5766","S4NH00120",2014,2016,"C00563858","N","J",205456
"5767","S4NJ00169",2014,2016,"C00563874","S","P",205457
"5768","S4NJ00185",2020,2016,"C00540500","S","P",205458
"5769","S4NJ00185",2020,2016,"C00548586","N","J",205459
"5770","S4NJ00193",2014,2016,"C00540773","S","P",205460
"5771","S4NJ00201",2013,2016,"C00545939","S","P",205461
"5772","S4NJ00227",2013,2016,"C00547091","S","P",205462
"5773","S4NJ00243",2014,2016,"C00547323","S","P",205463
"5774","S4NJ00250",2014,2016,"C00547695","S","P",205464
"5775","S4NJ00292",2014,2016,"C00558874","S","P",205465
"5776","S4NJ00300",2016,2016,"C00562538","S","P",205466
"5777","S4NJ00318",2014,2016,"C00562744","S","P",205467
"5778","S4NM00092",2014,2016,"C00553248","S","P",205468
"5779","S4NM00100",2014,2016,"C00555573","S","P",205469
"5780","S4OK00083",2020,2016,"C00207993","S","P",205470
"5781","S4OK00133",2010,2016,"C00391854","S","P",205471
"5782","S4OK00174",2010,2016,"C00409888","S","P",205472
"5783","S4OK00216",2014,2016,"C00545640","S","P",205473
"5784","S4OK00232",2016,2016,"C00621573","S","J",212062
"5785","S4OK00232",2016,2016,"C00576280","S","J",209351
"5786","S4OK00232",2016,2016,"C00466482","S","P",205474
"5787","S4OK00257",2014,2016,"C00557835","S","P",205475
"5788","S4OK00265",2014,2016,"C00559245","S","P",205476
"5789","S4OK00281",2014,2016,"C00561902","S","P",205477
"5790","S4OK00299",2014,2016,"C00561274","S","P",205478
"5791","S4OK00307",2014,2016,"C00561696","S","P",205479
"5792","S4OK00364",2014,2016,"C00562132","S","P",205480
"5793","S4OR00065",2014,2016,"C00487249","S","P",205481
"5794","S4OR00156",2014,2016,"C00547646","S","P",205482
"5795","S4OR00164",2014,2016,"C00547653","S","P",205483
"5796","S4OR00172",2016,2016,"C00586883","S","P",209963
"5797","S4OR00198",2014,2016,"C00568311","H","J",205487
"5798","S4OR00198",2014,2016,"C00565960","S","J",205486
"5799","S4OR00198",2014,2016,"C00550996","S","P",205484
"5800","S4OR00198",2014,2016,"C00563858","N","J",205485
"5801","S4PA00121",2016,2016,"C00461046","S","P",205488
"5802","S4PA00121",2016,2016,"C00627505","S","J",212301
"5803","S4PA00121",2016,2016,"C00540245","N","J",205490
"5804","S4PA00121",2016,2016,"C00468231","N","J",205489
"5805","S4PA00121",2016,2016,"C00573089","S","J",209131
"5806","S4PA00121",2016,2016,"C00576280","S","J",209336
"5807","S4PA00121",2016,2016,"C00572412","N","J",209111
"5808","S4PA00121",2016,2016,"C00573717","S","J",209178
"5809","S4PA00121",2016,2016,"C00576652","S","J",209357
"5810","S4PA00121",2016,2016,"C00592709","N","J",210342
"5811","S4PA00121",2016,2016,"C00626713","S","J",212275
"5812","S4PA00121",2016,2016,"C00615989","X","J",211235
"5813","S4PA00121",2016,2016,"C00624221","S","J",212152
"5814","S4PA00121",2016,2016,"C00625764","S","J",212228
"5815","S4PA00121",2016,2016,"C00625913","S","J",212240
"5816","S4PA00196",2016,2016,"C00467134","S","P",205491
"5817","S4SC00109",2014,2016,"C00565762","S","P",205492
"5818","S4SC00232",2016,2016,"C00519041","S","A",205493
"5819","S4SC00232",2016,2016,"C00578765","S","P",209481
"5820","S4SC00240",2016,2016,"C00546259","S","J",205495
"5821","S4SC00240",2016,2016,"C00540302","S","P",205494
"5822","S4SC00240",2016,2016,"C00576280","S","J",209341
"5823","S4SC00257",2014,2016,"C00543033","S","P",205496
"5824","S4SC00265",2014,2016,"C00544098","S","P",205497
"5825","S4SC00273",2014,2016,"C00548339","S","P",205498
"5826","S4SC00281",2014,2016,"C00549295","S","P",205499
"5827","S4SC00299",2014,2016,"C00551986","S","P",205500
"5828","S4SC00307",2014,2016,"C00552091","S","P",205501
"5829","S4SC00331",2014,2016,"C00557827","S","P",205502
"5830","S4SC00364",2014,2016,"C00560789","S","P",205503
"5831","S4SD00049",2020,2016,"C00532465","S","P",205504
"5832","S4SD00049",2020,2016,"C00563858","N","J",205505
"5833","S4SD00056",2014,2016,"C00545160","S","P",205506
"5834","S4SD00064",2014,2016,"C00547539","S","P",205507
"5835","S4SD00098",2014,2016,"C00554865","S","P",205508
"5836","S4SD00106",2014,2016,"C00561811","S","P",205509
"5837","S4SD00114",2014,2016,"C00564245","S","P",205510
"5838","S4TN00302",2014,2016,"C00541904","S","A",205511
"5839","S4TN00310",2014,2016,"C00549741","S","P",205512
"5840","S4TN00328",2014,2016,"C00550665","S","P",205513
"5841","S4TN00344",2014,2016,"C00554683","S","P",205514
"5842","S4TN00351",2014,2016,"C00557496","S","P",205515
"5843","S4TN00369",2014,2016,"C00559203","S","P",205516
"5844","S4TN00377",2014,2016,"C00561688","S","P",205517
"5845","S4TN00385",2014,2016,"C00562736","S","P",205518
"5846","S4TN00492",2014,2016,"C00563320","S","P",205519
"5847","S4TX00425",2014,2016,"C00541953","S","P",205520
"5848","S4TX00433",2014,2016,"C00550830","S","P",205521
"5849","S4TX00466",2014,2016,"C00552075","S","P",205522
"5850","S4TX00490",2014,2016,"C00553180","S","P",205523
"5851","S4TX00516",2014,2016,"C00553164","S","P",205524
"5852","S4TX00524",2014,2016,"C00553909","S","P",205525
"5853","S4TX00581",2014,2016,"C00562231","S","P",205526
"5854","S4VA00148",2014,2016,"C00546705","S","P",205527
"5855","S4VA00155",2014,2016,"C00563858","N","J",205530
"5856","S4VA00155",2014,2016,"C00557959","N","J",205529
"5857","S4VA00155",2014,2016,"C00555722","S","P",205528
"5858","S4VA00163",2014,2016,"C00555953","S","P",205531
"5859","S4VA00171",2014,2016,"C00558296","S","P",205532
"5860","S4VA00189",2014,2016,"C00561795","N","J",205534
"5861","S4VA00189",2014,2016,"C00561712","S","P",205533
"5862","S4VT00017",2016,2016,"C00619932","S","J",211984
"5863","S4VT00017",2016,2016,"C00068353","S","P",205535
"5864","S4VT00017",2016,2016,"C00566547","N","J",205536
"5865","S4VT00017",2016,2016,"C00622282","S","J",212083
"5866","S4VT00033",2018,2016,"C00411330","S","P",205537
"5867","S4VT00033",2018,2016,"C00555615","O","U",205538
"5868","S4WA00482",2006,2016,"C00427609","S","P",205539
"5869","S4WA00524",2016,2016,"C00565325","S","P",205540
"5870","S4WI00165",2014,2016,"C00569889","S","P",205541
"5871","S4WV00084",2012,2016,"C00182089","S","P",205542
"5872","S4WV00159",2020,2016,"C00539825","S","P",205543
"5873","S4WV00159",2020,2016,"C00563858","N","J",205544
"5874","S4WV00159",2020,2016,"C00565960","S","J",205545
"5875","S4WV00159",2020,2016,"C00568311","H","J",205546
"5876","S4WV00167",2014,2016,"C00543991","S","P",205547
"5877","S4WV00183",2014,2016,"C00549592","S","P",205548
"5878","S4WV00183",2014,2016,"C00567529","N","J",205549
"5879","S4WV00183",2014,2016,"C00569087","N","J",205550
"5880","S4WV00209",2014,2016,"C00553891","S","P",205551
"5881","S4WV00258",2014,2016,"C00560961","S","P",205552
"5882","S4WY00097",2014,2016,"C00554758","S","P",205553
"5883","S4WY00105",2014,2016,"C00566919","S","P",205554
"5884","S4WY00147",2014,2016,"C00567370","S","P",205555
"5885","S6AK00136",2016,2016,"C00607515","S","P",210645
"5886","S6AK00144",2016,2016,"C00608869","S","P",210716
"5887","S6AK00151",2016,2016,"C00610436","S","P",210860
"5888","S6AK00169",2016,2016,"C00613927","S","P",211074
"5889","S6AK00177",2016,2016,"C00620252","S","P",211996
"5890","S6AK00201",2016,2016,"C00625319","S","P",212327
"5891","S6AL00013",2016,2016,"C00193623","S","P",205556
"5892","S6AL00195",2020,2016,"C00306704","S","P",205557
"5893","S6AL00302",2016,2016,"C00575530","S","P",209274
"5894","S6AL00310",2016,2016,"C00603324","S","P",210549
"5895","S6AL00328",2016,2016,"C00592147","S","P",210314
"5896","S6AL00336",2016,2016,"C00596916","S","P",210429
"5897","S6AR00132",2016,2016,"C00623561","S","J",212134
"5898","S6AR00132",2016,2016,"C00587477","S","P",209983
"5899","S6AR00132",2016,2016,"C00603167","N","J",210544
