"","V1","V2","V3","V4","V5","V6","V7"
"5900","S6AZ00019",2016,2016,"C00576280","S","J",209352
"5901","S6AZ00019",2016,2016,"C00594465","S","J",210389
"5902","S6AZ00019",2016,2016,"C00616607","N","J",211261
"5903","S6AZ00019",2016,2016,"C00540310","S","P",205558
"5904","S6AZ00019",2016,2016,"C00608497","N","J",210719
"5905","S6AZ00019",2016,2016,"C00623207","N","J",212119
"5906","S6AZ00134",2016,2016,"C00470146","S","P",205559
"5907","S6AZ00209",2016,2016,"C00570762","S","P",205560
"5908","S6AZ00217",2016,2016,"C00574350","S","P",209401
"5909","S6AZ00225",2016,2016,"C00620823","N","J",212027
"5910","S6AZ00225",2016,2016,"C00578484","S","P",209453
"5911","S6AZ00225",2016,2016,"C00614768","N","J",211144
"5912","S6AZ00225",2016,2016,"C00612564","S","J",210982
"5913","S6AZ00225",2016,2016,"C00625434","S","J",212214
"5914","S6AZ00233",2016,2016,"C00581843","S","P",209652
"5915","S6AZ00241",2016,2016,"C00602607","S","P",210509
"5916","S6AZ00258",2016,2016,"C00590224","S","P",210213
"5917","S6AZ00266",2016,2016,"C00591958","S","P",210301
"5918","S6AZ00274",2016,2016,"C00595108","S","P",210406
"5919","S6AZ00282",2016,2016,"C00612762","S","P",211010
"5920","S6AZ00290",2016,2016,"C00614248","S","P",211101
"5921","S6AZ00308",2016,2016,"C00619312","S","P",211956
"5922","S6AZ00340",2016,2016,"C00623058","S","P",212108
"5923","S6AZ00407",2016,2016,"C00628131","S","P",212328
"5924","S6CA00477",2018,2016,"C00520494","S","A",205561
"5925","S6CA00477",2018,2016,"C00520502","S","P",205562
"5926","S6CA00568",2016,2016,"C00570259","S","P",205563
"5927","S6CA00584",2016,2016,"C00583278","S","J",209742
"5928","S6CA00584",2016,2016,"C00611384","S","J",210930
"5929","S6CA00584",2016,2016,"C00571919","S","P",209082
"5930","S6CA00600",2016,2016,"C00572578","S","P",209113
"5931","S6CA00618",2016,2016,"C00573220","S","P",209134
"5932","S6CA00626",2016,2016,"C00573832","S","P",209186
"5933","S6CA00634",2016,2016,"C00573931","S","P",209193
"5934","S6CA00659",2016,2016,"C00574285","S","P",209214
"5935","S6CA00667",2016,2016,"C00575944","S","P",209298
"5936","S6CA00675",2016,2016,"C00576512","S","P",209360
"5937","S6CA00683",2016,2016,"C00573238","S","P",209419
"5938","S6CA00691",2016,2016,"C00578344","S","P",209542
"5939","S6CA00691",2016,2016,"C00590034","O","U",210167
"5940","S6CA00717",2016,2016,"C00581488","S","P",209639
"5941","S6CA00725",2016,2016,"C00583260","S","P",209743
"5942","S6CA00741",2016,2016,"C00587154","S","P",209974
"5943","S6CA00758",2016,2016,"C00589788","S","P",210151
"5944","S6CA00766",2016,2016,"C00590695","S","P",210196
"5945","S6CA00774",2016,2016,"C00600742","S","P",210482
"5946","S6CA00782",2016,2016,"C00602904","S","P",210527
"5947","S6CA00790",2016,2016,"C00610022","S","P",210839
"5948","S6CA00816",2016,2016,"C00603662","S","P",210577
"5949","S6CA00824",2016,2016,"C00605444","S","P",210584
"5950","S6CA00832",2016,2016,"C00610410","S","P",210858
"5951","S6CA00857",2016,2016,"C00611996","S","P",210956
"5952","S6CA00865",2016,2016,"C00612622","S","P",210978
"5953","S6CA00873",2016,2016,"C00559914","S","P",211028
"5954","S6CA00881",2016,2016,"C00613265","S","P",211031
"5955","S6CA00923",2016,2016,"C00618090","S","P",211918
"5956","S6CA00964",2016,2016,"C00615609","S","P",211227
"5957","S6CO00226",2016,2016,"C00626358","N","J",212253
"5958","S6CO00226",2016,2016,"C00572594","S","P",209114
"5959","S6CO00234",2016,2016,"C00573097","S","P",209129
"5960","S6CO00242",2016,2016,"C00576298","S","P",209344
"5961","S6CO00259",2016,2016,"C00588640","S","P",210074
"5962","S6CO00267",2016,2016,"C00603332","S","P",210550
"5963","S6CO00275",2016,2016,"C00605428","S","P",210585
"5964","S6CO00283",2016,2016,"C00605543","S","P",210647
"5965","S6CO00291",2016,2016,"C00608216","S","P",210694
"5966","S6CO00309",2016,2016,"C00608232","S","P",210693
"5967","S6CO00317",2016,2016,"C00609008","S","P",210727
"5968","S6CO00325",2016,2016,"C00612457","S","P",210999
"5969","S6CO00333",2016,2016,"C00613794","S","P",211066
"5970","S6CO00358",2016,2016,"C00617217","S","P",211308
"5971","S6CO00366",2016,2016,"C00618801","S","P",211942
"5972","S6CT05090",2016,2016,"C00577536","S","P",209403
"5973","S6CT05090",2016,2016,"C00588780","S","J",210103
"5974","S6CT05108",2016,2016,"C00613935","S","P",211075
"5975","S6CT05116",2016,2016,"C00622712","S","P",212110
"5976","S6DE00131",2010,2016,"C00449595","S","P",205564
"5977","S6FL00194",2010,2016,"C00484931","S","P",205565
"5978","S6FL00236",2006,2016,"C00425546","S","P",205566
"5979","S6FL00277",2016,2016,"C00552711","S","P",205567
"5980","S6FL00285",2016,2016,"C00570564","S","P",210778
"5981","S6FL00301",2016,2016,"C00578781","S","P",209467
"5982","S6FL00319",2016,2016,"C00618512","N","J",211930
"5983","S6FL00319",2016,2016,"C00616979","S","J",211292
"5984","S6FL00319",2016,2016,"C00611749","N","J",210948
"5985","S6FL00319",2016,2016,"C00612564","S","J",210988
"5986","S6FL00319",2016,2016,"C00592774","N","J",210348
"5987","S6FL00319",2016,2016,"C00590174","X","J",210175
"5988","S6FL00319",2016,2016,"C00493825","S","P",209477
"5989","S6FL00327",2016,2016,"C00579904","S","P",209546
"5990","S6FL00335",2016,2016,"C00581504","Q","U",209638
"5991","S6FL00343",2016,2016,"C00581835","S","P",209654
"5992","S6FL00368",2016,2016,"C00582130","S","P",209675
"5993","S6FL00384",2016,2016,"C00582791","S","P",209713
"5994","S6FL00400",2016,2016,"C00596999","S","P",210438
"5995","S6FL00418",2016,2016,"C00607564","S","P",211948
"5996","S6FL00426",2016,2016,"C00610113","S","P",210842
"5997","S6FL00434",2016,2016,"C00610972","S","P",211947
"5998","S6FL00459",2016,2016,"C00616904","S","P",211297
"5999","S6FL00467",2016,2016,"C00618082","S","P",211924
"6000","S6FL00483",2016,2016,"C00619858","S","P",211978
"6001","S6FL00491",2016,2016,"C00620526","S","P",212015
"6002","S6FL00509",2016,2016,"C00620336","S","P",212001
"6003","S6FL00517",2016,2016,"C00620682","S","P",212018
"6004","S6FL00525",2016,2016,"C00621664","S","P",212067
"6005","S6GA00101",2014,2016,"C00432955","S","P",205568
"6006","S6GA00119",2016,2016,"C00490284","N","J",205570
"6007","S6GA00119",2016,2016,"C00384693","S","P",205569
"6008","S6GA00119",2016,2016,"C00576280","S","J",209333
"6009","S6GA00192",2016,2016,"C00611483","S","P",210939
"6010","S6GA00200",2016,2016,"C00611590","S","P",210940
"6011","S6GA00218",2016,2016,"C00617092","S","P",211309
"6012","S6GA00242",2016,2016,"C00612630","S","P",210986
"6013","S6HI00180",2012,2016,"C00495671","S","P",205571
"6014","S6HI00198",2006,2016,"C00426452","S","P",205572
"6015","S6HI00271",2016,2016,"C00620401","S","P",212003
"6016","S6HI00289",2016,2016,"C00620906","S","A",212029
"6017","S6IA00124",2016,2016,"C00587972","S","P",210009
"6018","S6IA00132",2016,2016,"C00592246","S","P",210321
"6019","S6IA00140",2016,2016,"C00625434","S","J",212213
"6020","S6IA00140",2016,2016,"C00612473","S","P",210985
"6021","S6IA00140",2016,2016,"C00614768","N","J",211150
"6022","S6IA00157",2016,2016,"C00613141","S","P",211025
"6023","S6ID00013",1986,2016,"C00194472","N","U",205573
"6024","S6ID00096",2016,2016,"C00573824","S","P",209197
"6025","S6ID00104",2016,2016,"C00629048","S","P",212355
"6026","S6ID00112",2016,2016,"C00612481","S","P",210989
"6027","S6IL00151",2020,2016,"C00551630","N","U",205576
"6028","S6IL00151",2020,2016,"C00148999","S","P",205574
"6029","S6IL00151",2020,2016,"C00544981","H","J",205575
"6030","S6IL00151",2020,2016,"C00577544","N","J",209399
"6031","S6IL00292",2016,2016,"C00614768","N","J",211151
"6032","S6IL00292",2016,2016,"C00616979","S","J",211291
"6033","S6IL00292",2016,2016,"C00587378","S","J",210036
"6034","S6IL00292",2016,2016,"C00621003","S","J",212036
"6035","S6IL00292",2016,2016,"C00625434","S","J",212216
"6036","S6IL00292",2016,2016,"C00618512","N","J",211934
"6037","S6IL00292",2016,2016,"C00611384","S","J",210929
"6038","S6IL00292",2016,2016,"C00619551","S","J",211965
"6039","S6IL00292",2016,2016,"C00619932","S","J",211985
"6040","S6IL00292",2016,2016,"C00574889","S","P",209234
"6041","S6IL00292",2016,2016,"C00591263","N","J",210257
"6042","S6IL00292",2016,2016,"C00575522","S","J",209758
"6043","S6IL00292",2016,2016,"C00620823","N","J",212022
"6044","S6IL00292",2016,2016,"C00590430","N","J",210181
"6045","S6IL00292",2016,2016,"C00582817","N","J",209712
"6046","S6IL00292",2016,2016,"C00583278","S","J",209745
"6047","S6IL00292",2016,2016,"C00610634","N","J",210885
"6048","S6IL00300",2016,2016,"C00579227","S","P",209499
"6049","S6IL00318",2016,2016,"C00582122","S","P",209674
"6050","S6IL00326",2016,2016,"C00583872","S","P",209783
"6051","S6IL00334",2016,2016,"C00591271","S","P",210260
"6052","S6IL00342",2016,2016,"C00591453","S","P",210272
"6053","S6IL00359",2016,2016,"C00599894","S","P",210479
"6054","S6IL00375",2016,2016,"C00615047","S","P",211211
"6055","S6IN00175",2016,2016,"C00574814","S","P",209230
"6056","S6IN00191",2016,2016,"C00624759","N","J",212178
"6057","S6IN00191",2016,2016,"C00622639","S","J",212097
"6058","S6IN00191",2016,2016,"C00459255","S","P",210189
"6059","S6IN00191",2016,2016,"C00626713","S","J",212268
"6060","S6IN00191",2016,2016,"C00625764","S","J",212230
"6061","S6IN00209",2016,2016,"C00583559","S","P",209755
"6062","S6IN00217",2016,2016,"C00612168","S","P",210969
"6063","S6IN00225",2016,2016,"C00624668","S","P",212166
"6064","S6KS00080",2020,2016,"C00128876","S","P",205577
"6065","S6KS00080",2020,2016,"C00461095","N","J",205578
"6066","S6KY00112",2016,2016,"C00607499","S","P",210665
"6067","S6KY00120",2016,2016,"C00623561","S","J",212129
"6068","S6KY00120",2016,2016,"C00608224","S","P",211216
"6069","S6KY00138",2016,2016,"C00608554","S","P",210704
"6070","S6KY00146",2016,2016,"C00608257","S","P",210996
"6071","S6KY00161",2016,2016,"C00608083","S","P",211986
"6072","S6LA00227",2014,2016,"C00325126","S","P",205579
"6073","S6LA00227",2014,2016,"C00408062","N","J",205580
"6074","S6LA00227",2014,2016,"C00562116","S","J",205581
"6075","S6LA00227",2014,2016,"C00567529","N","J",205582
"6076","S6LA00227",2014,2016,"C00568592","S","J",205583
"6077","S6LA00227",2014,2016,"C00570333","N","J",205584
"6078","S6LA00300",2016,2016,"C00394866","S","P",210393
"6079","S6LA00318",2016,2016,"C00597013","S","P",210433
"6080","S6LA00326",2016,2016,"C00608372","S","P",210698
"6081","S6LA00334",2016,2016,"C00608851","S","P",210725
"6082","S6LA00342",2016,2016,"C00609313","S","P",210799
"6083","S6LA00359",2016,2016,"C00611988","S","P",210957
"6084","S6LA00367",2016,2016,"C00612861","S","P",211013
"6085","S6LA00375",2016,2016,"C00616060","S","P",211244
"6086","S6LA00383",2016,2016,"C00622522","S","P",212109
"6087","S6LA00425",2016,2016,"C00626952","S","P",212280
"6088","S6LA00441",2016,2016,"C00627257","S","P",212293
"6089","S6MD00140",2016,2016,"C00199273","S","P",205585
"6090","S6MD03177",2018,2016,"C00411587","S","P",205586
"6091","S6MD03201",2006,2016,"C00412601","S","P",205587
"6092","S6MD03441",2016,2016,"C00622720","S","J",212099
"6093","S6MD03441",2016,2016,"C00619932","S","J",211988
"6094","S6MD03441",2016,2016,"C00575522","S","J",209276
"6095","S6MD03441",2016,2016,"C00573758","S","P",209181
"6096","S6MD03458",2016,2016,"C00574145","S","P",209207
"6097","S6MD03466",2016,2016,"C00579235","S","P",209500
"6098","S6MD03474",2016,2016,"C00581272","S","P",209629
"6099","S6MD03482",2016,2016,"C00587683","S","P",209994
"6100","S6MD03508",2016,2016,"C00591768","S","P",210302
"6101","S6MD03516",2016,2016,"C00602599","S","P",210507
"6102","S6MD03524",2016,2016,"C00607481","S","A",210676
"6103","S6MD03524",2016,2016,"C00613620","S","P",211055
"6104","S6MD03524",2016,2016,"C00613471","S","A",211049
"6105","S6MD03557",2016,2016,"C00610766","S","P",210893
"6106","S6MD03581",2016,2016,"C00608687","S","P",210710
"6107","S6MD03631",2016,2016,"C00579003","S","P",210709
"6108","S6ME00159",2020,2016,"C00546259","S","J",205589
"6109","S6ME00159",2020,2016,"C00314575","S","P",205588
"6110","S6MI00103",1994,2016,"C00165852","S","P",205590
"6111","S6MN00176",1996,2016,"C00552794","S","P",205591
"6112","S6MN00267",2018,2016,"C00496539","N","J",205594
"6113","S6MN00267",2018,2016,"C00410191","S","A",205592
"6114","S6MN00267",2018,2016,"C00431353","S","P",205593
"6115","S6MO00289",2010,2016,"C00216705","Q","U",205595
"6116","S6MO00305",2018,2016,"C00549394","N","J",205598
"6117","S6MO00305",2018,2016,"C00544056","N","J",205597
"6118","S6MO00305",2018,2016,"C00431304","S","P",205596
"6119","S6MO00305",2018,2016,"C00577148","N","J",209387
"6120","S6MO00362",2016,2016,"C00610634","N","J",210881
"6121","S6MO00362",2016,2016,"C00590430","N","J",210185
"6122","S6MO00362",2016,2016,"C00608075","S","J",210689
"6123","S6MO00362",2016,2016,"C00616979","S","J",211289
"6124","S6MO00362",2016,2016,"C00611749","N","J",210947
"6125","S6MO00362",2016,2016,"C00619932","S","J",212198
"6126","S6MO00362",2016,2016,"C00622456","S","J",212095
"6127","S6MO00362",2016,2016,"C00602771","S","J",210520
"6128","S6MO00362",2016,2016,"C00587378","S","J",210012
"6129","S6MO00362",2016,2016,"C00572925","S","P",209127
"6130","S6MO00362",2016,2016,"C00582288","N","J",209695
"6131","S6MO00362",2016,2016,"C00575522","S","J",209761
"6132","S6MO00362",2016,2016,"C00618512","N","J",211929
"6133","S6MO00362",2016,2016,"C00591263","N","J",210259
"6134","S6MO00388",2016,2016,"C00578799","S","P",209470
"6135","S6MO00396",2016,2016,"C00609800","S","P",210833
"6136","S6MO00461",2016,2016,"C00623496","S","P",212130
"6137","S6MT00097",2012,2016,"C00493015","S","P",205599
"6138","S6MT00162",2018,2016,"C00547679","N","J",205601
"6139","S6MT00162",2018,2016,"C00412304","S","P",205600
"6140","S6NC00258",2016,2016,"C00568139","S","P",205602
"6141","S6NC00266",2016,2016,"C00619932","S","J",212199
"6142","S6NC00266",2016,2016,"C00589820","S","P",210152
"6143","S6NC00266",2016,2016,"C00614768","N","J",211145
"6144","S6NC00266",2016,2016,"C00626614","S","J",212265
"6145","S6NC00274",2016,2016,"C00591024","S","P",210241
"6146","S6NC00282",2016,2016,"C00590711","S","P",210197
"6147","S6NC00290",2016,2016,"C00590422","S","P",210331
"6148","S6NC00308",2016,2016,"C00596783","S","P",210427
"6149","S6NC00324",2016,2016,"C00624239","S","P",212153
"6150","S6ND00108",2016,2016,"C00620674","S","P",212020
"6151","S6NE00095",2014,2016,"C00432401","S","P",205603
"6152","S6NH00091",2016,2016,"C00622456","S","J",212093
"6153","S6NH00091",2016,2016,"C00622282","S","J",212084
"6154","S6NH00091",2016,2016,"C00591263","N","J",210254
"6155","S6NH00091",2016,2016,"C00619932","S","J",212201
"6156","S6NH00091",2016,2016,"C00611749","N","J",210944
"6157","S6NH00091",2016,2016,"C00624270","S","J",212155
"6158","S6NH00091",2016,2016,"C00621003","S","J",212032
"6159","S6NH00091",2016,2016,"C00614420","X","J",211103
"6160","S6NH00091",2016,2016,"C00617357","S","J",211807
"6161","S6NH00091",2016,2016,"C00618512","N","J",211926
"6162","S6NH00091",2016,2016,"C00614768","N","J",211147
"6163","S6NH00091",2016,2016,"C00608075","S","J",210688
"6164","S6NH00091",2016,2016,"C00588772","S","P",210088
"6165","S6NH00091",2016,2016,"C00610634","N","J",210876
"6166","S6NJ00131",2008,2016,"C00449074","S","P",205604
"6167","S6NJ00172",2002,2016,"C00306290","S","P",205605
"6168","S6NJ00263",2013,2016,"C00545905","S","P",205606
"6169","S6NJ00271",2006,2016,"C00410365","S","P",205607
"6170","S6NJ00289",2018,2016,"C00264564","S","P",205608
"6171","S6NJ00289",2018,2016,"C00479501","N","J",205609
"6172","S6NV00028",2016,2016,"C00482943","N","J",205612
"6173","S6NV00028",2016,2016,"C00458695","N","J",205611
"6174","S6NV00028",2016,2016,"C00204370","S","P",205610
"6175","S6NV00028",2016,2016,"C00543389","N","J",205613
"6176","S6NV00192",2016,2016,"C00556985","S","P",205614
"6177","S6NV00200",2016,2016,"C00614420","X","J",211105
"6178","S6NV00200",2016,2016,"C00575522","S","J",209759
"6179","S6NV00200",2016,2016,"C00591263","N","J",210253
"6180","S6NV00200",2016,2016,"C00583278","S","J",209744
"6181","S6NV00200",2016,2016,"C00619551","S","J",211968
"6182","S6NV00200",2016,2016,"C00611384","S","J",210925
"6183","S6NV00200",2016,2016,"C00621409","S","J",212054
"6184","S6NV00200",2016,2016,"C00618512","N","J",211936
"6185","S6NV00200",2016,2016,"C00625103","H","J",212194
"6186","S6NV00200",2016,2016,"C00614768","N","J",211141
"6187","S6NV00200",2016,2016,"C00610634","N","J",210884
"6188","S6NV00200",2016,2016,"C00626614","S","J",212261
"6189","S6NV00200",2016,2016,"C00616979","S","J",211296
"6190","S6NV00200",2016,2016,"C00589549","N","J",210131
"6191","S6NV00200",2016,2016,"C00575548","S","P",209275
"6192","S6NV00200",2016,2016,"C00624270","S","J",212149
"6193","S6NV00218",2016,2016,"C00594465","S","J",210388
"6194","S6NV00218",2016,2016,"C00625764","S","J",212227
"6195","S6NV00218",2016,2016,"C00580688","S","P",209597
"6196","S6NV00218",2016,2016,"C00626713","S","J",212270
"6197","S6NV00218",2016,2016,"C00622639","S","J",212096
"6198","S6NV00234",2016,2016,"C00608240","S","P",210700
"6199","S6NV00242",2016,2016,"C00602748","S","P",210517
"6200","S6NV00259",2016,2016,"C00615419","S","P",211208
"6201","S6NV00267",2016,2016,"C00608125","S","P",210691
"6202","S6NV00275",2016,2016,"C00621342","S","P",212050
"6203","S6NV00325",2016,2016,"C00618538","S","P",211937
"6204","S6NV00341",2016,2016,"C00615617","S","P",211212
"6205","S6NY00243",2006,2016,"C00412817","S","P",205615
"6206","S6NY00250",2006,2016,"C00414110","S","P",205616
"6207","S6NY00391",2016,2016,"C00582478","S","P",209697
"6208","S6NY00409",2016,2016,"C00599902","I","U",210581
"6209","S6NY00417",2016,2016,"C00609198","S","P",210765
"6210","S6NY00425",2016,2016,"C00625012","S","P",212196
"6211","S6NY00433",2016,2016,"C00619569","S","P",211967
"6212","S6OH00155",2006,2016,"C00415745","S","P",205617
"6213","S6OH00163",2018,2016,"C00578609","N","J",209455
"6214","S6OH00163",2018,2016,"C00555342","N","J",205620
"6215","S6OH00163",2018,2016,"C00544296","S","J",205619
"6216","S6OH00163",2018,2016,"C00264697","S","P",205618
"6217","S6OH00171",2010,2016,"C00476804","S","P",205621
"6218","S6OH00213",2016,2016,"C00545863","S","P",205622
"6219","S6OH00221",2016,2016,"C00552505","S","A",205623
"6220","S6OH00239",2016,2016,"C00567719","S","P",205624
"6221","S6OH00247",2016,2016,"C00571737","S","P",209078
"6222","S6OH00254",2016,2016,"C00575522","S","J",209760
"6223","S6OH00254",2016,2016,"C00582882","N","J",209718
"6224","S6OH00254",2016,2016,"C00573212","S","P",209136
"6225","S6OH00254",2016,2016,"C00617357","S","J",211827
"6226","S6OH00254",2016,2016,"C00591263","N","J",210256
"6227","S6OH00254",2016,2016,"C00618512","N","J",211933
"6228","S6OH00254",2016,2016,"C00610634","N","J",210880
"6229","S6OH00254",2016,2016,"C00611749","N","J",210943
"6230","S6OH00254",2016,2016,"C00624270","S","J",212150
"6231","S6OH00254",2016,2016,"C00612564","S","J",210987
"6232","S6OH00254",2016,2016,"C00614438","S","J",211102
"6233","S6OH00262",2016,2016,"C00582494","S","P",209708
"6234","S6OH00270",2016,2016,"C00591842","S","P",210290
"6235","S6OK04130",2016,2016,"C00621359","S","P",212051
"6236","S6OR00110",2016,2016,"C00308676","S","P",205625
"6237","S6OR00110",2016,2016,"C00567206","N","J",205627
"6238","S6OR00110",2016,2016,"C00621409","S","J",212058
